1	c4055445958e4297a7597bad46a9513f	bench-1	bench-2	1787580174.346
2	b55c8f463529462d9d5adf51d98e88c4	bench-2	bench-3	1787580174.348
3	63b7789db464444092f30fac5853547e	bench-3	bench-4	1787580174.352
4	8ff0797a6ca54863b521e479547b4f84	bench-4	bench-5	1787580174.353
5	91d9b1021f7545679cad3010c8e30420	bench-5	bench-6	1787580174.354
6	63ea99210cec4ad99bfc84735a659732	bench-6	bench-7	1787580174.355
7	d413905f125e4fb8ac0c95fd14677606	bench-7	bench-8	1787580174.355
8	de12253961a04051b1896ddb8779c4cb	bench-8	bench-9	1787580174.356
9	ad9e4d9b059b46929bbaf659618ce468	bench-9	bench-10	1787580174.361
10	eb4eba34dc4048ba89ec57e5a8de3e80	bench-10	bench-1	1787580174.362
11	9286660efc4c4f21bf1993175566b050	bench-1	bench-2	1787580174.363
12	455f2ae1b3bf442fb597fe1b863b1bb7	bench-2	bench-3	1787580174.364
13	1416a46923f04a1d9fdae4a0ece412f2	bench-3	bench-4	1787580174.366
14	0113a524491c4d94b8c9156d49c7b101	bench-4	bench-5	1787580174.369
15	93e9a09e99fa481b9a0633ce1afa36f5	bench-5	bench-6	1787580174.372
16	1f52becd9fb94550944e6ec37e2427d2	bench-6	bench-7	1787580174.375
17	2c24dea4e2654f6e99bb430f3234bf0d	bench-7	bench-8	1787580174.383
18	cd72143e1d8e4c06b5776afba350797f	bench-8	bench-9	1787580174.386
19	65cbec9a6a2e47d9819c100c29d7da39	bench-9	bench-10	1787580174.387
20	5058af0556c54dc9ac12d17d96c7dae5	bench-10	bench-1	1787580174.396
21	0b2b72de32ac46dbaa50478070589b07	bench-1	bench-2	1787580266.799
22	ee4c99ac373d426f8227ca2c44423efa	bench-2	bench-3	1787580266.822
23	8f9f47487486493a87669fcec059e8cc	bench-3	bench-4	1787580266.832
24	d6e65ef5ef544e22b75d1f46cccb902b	bench-4	bench-5	1787580266.837
25	7e48f0940daf4f39b6cdd40d3d3f4715	bench-5	bench-6	1787580266.886
26	74ef6c3d4dff49489b287ae161e96888	bench-6	bench-7	1787580266.887
27	2f54c57bd906424a8c298e9d7a31fb41	bench-7	bench-8	1787580266.887
28	c18e8b4ab60e4501b8f923a51b28de9e	bench-8	bench-9	1787580266.888
29	53dd462f0f1e48adb2d5765e0fba0fde	bench-9	bench-10	1787580266.94
30	4eacaa7c63d0481089e81b4986d1d3e7	bench-10	bench-1	1787580266.955
31	9b82c027e65549e092162938244ad60a	bench-1	bench-2	1787580266.956
32	fbf2f8e853e441a1af1d867ac05b2d7c	bench-2	bench-3	1787580266.965
33	9a1da58854b34679a2f031002606293a	bench-3	bench-4	1787580266.966
34	61db1867becb4850a9b02857e089107e	bench-4	bench-5	1787580266.966
35	02042de2ecae48b689086d1caa1a5961	bench-5	bench-6	1787580266.967
36	fb1b87acedce40fb8e155f13e37ced38	bench-6	bench-7	1787580266.968
37	9dd366a94bcd4b4b887aa0d23c7c39a3	bench-7	bench-8	1787580266.99
38	1f692559a4904af79fd5a00be0c66fe2	bench-8	bench-9	1787580266.991
39	56b72bcf99bd44efb98dea2e9c3f253c	bench-9	bench-10	1787580266.992
40	8edfcfcc7a454f6aad8151439da96fde	bench-10	bench-1	1787580267.039
41	afcc2315296141489af2a5f426346c9c	bench-1	bench-2	1787580622.594
42	ec38fc0fae8548849bed258968681a21	bench-2	bench-3	1787580622.601
43	bfe7ade263a446ecbf8a8439dcc2e349	bench-3	bench-4	1787580622.625
44	a7af4af3a89c4e2fb2fb865bb43bf09d	bench-4	bench-5	1787580622.646
45	e68942d0cf2b4a04ab84a354e8f9cf55	bench-5	bench-6	1787580622.668
46	61038bad4766468d8039bfc7c5635e79	bench-6	bench-7	1787580622.67
47	af9ff2bc24f940478e313ef33cb87020	bench-7	bench-8	1787580622.67
48	28966a33f6ee44ffb05c18ff7b522aae	bench-8	bench-9	1787580622.671
49	d8ea5db78fa94ffea78114b2ab4c510d	bench-9	bench-10	1787580622.672
50	9dc47355a1454d81b13d983dc79e02a3	bench-10	bench-1	1787580622.684
51	594f4ccb32944349b3a9370954796889	bench-1	bench-2	1787580622.685
52	d104f7577c2148358f40e263ae95c502	bench-2	bench-3	1787580622.685
53	887253ec6e924ce2a1d1333bdff01048	bench-3	bench-4	1787580622.686
54	f21b4cf71cd44bea817643e3e1e90aea	bench-4	bench-5	1787580622.74
55	b0c85317cb7a4e3b96b6aa6dc800d5a1	bench-5	bench-6	1787580622.781
56	70816403291441e6b98e942807206270	bench-6	bench-7	1787580622.787
57	73e0c382e00a460bb3fa2fa884ec0e99	bench-7	bench-8	1787580622.788
58	625a6fbbb33d42d0b25c4f48db34c5b8	bench-8	bench-9	1787580622.836
59	922bd7678dda444f8f808f7cca6136ae	bench-9	bench-10	1787580622.869
60	be0c6b6c29dd4802adbfa7ceb20bef64	bench-10	bench-1	1787580622.913
